benchmark,benchmark_family,bounded,degree,existing_generation_kw,islanded_deficit_kw,islanded_load_kw,maximum_upgrade_cost,minimum_resilient_upgrade_cost,normalized,patch_id,patch_ids,payload_name,payload_path,qci_executable,qci_executable_reason,qci_executed,qci_execution_status,recourse_variable_count,scenario_count,scenarios,shared_first_stage_variable_count,term_count,variable_count
ieee123_opendss,ieee123_distribution,True,3,0.0,305.0,305.0,1343134.0520828953,338672.0,True,ieee123_opendss__patch_01__76-77-86,"[""76"", ""77"", ""86""]",ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,455.0,455.0,2003691.7826154667,505232.00000000006,True,ieee123_opendss__patch_02__47-48-49,"[""47"", ""48"", ""49""]",ieee123_opendss__ieee123_opendss__patch_02__47-48-49.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_02__47-48-49.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,290.0,290.0,1277078.2790296383,322016.0,True,ieee123_opendss__patch_03__64-65-66,"[""64"", ""65"", ""66""]",ieee123_opendss__ieee123_opendss__patch_03__64-65-66.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_03__64-65-66.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,120.0,120.0,528446.1844260572,133248.0,True,ieee123_opendss__patch_04__100-98-99,"[""100"", ""98"", ""99""]",ieee123_opendss__ieee123_opendss__patch_04__100-98-99.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_04__100-98-99.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,120.0,120.0,528446.1844260572,133248.0,True,ieee123_opendss__patch_05__73-74-75,"[""73"", ""74"", ""75""]",ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,60.0,60.0,264223.0922130286,66624.0,True,ieee123_opendss__patch_06__3-5-6,"[""3"", ""5"", ""6""]",ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,255.0,255.0,1122948.1419053716,283152.0,True,ieee123_opendss__patch_07__63-64-65,"[""63"", ""64"", ""65""]",ieee123_opendss__ieee123_opendss__patch_07__63-64-65.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_07__63-64-65.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,100.0,100.0,440371.82035504765,111040.00000000001,True,ieee123_opendss__patch_08__69-70-71,"[""69"", ""70"", ""71""]",ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,80.0,80.0,352297.45628403814,88832.0,True,ieee123_opendss__patch_09__112-113-114,"[""112"", ""113"", ""114""]",ieee123_opendss__ieee123_opendss__patch_09__112-113-114.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_09__112-113-114.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
ieee123_opendss,ieee123_distribution,True,3,0.0,120.0,120.0,528446.1844260572,133248.0,True,ieee123_opendss__patch_10__28-29-30,"[""28"", ""29"", ""30""]",ieee123_opendss__ieee123_opendss__patch_10__28-29-30.json,results/phase3/sc_cmpo/ieee123/qci_payloads/ieee123_opendss__ieee123_opendss__patch_10__28-29-30.json,True,bounded normalized variables=103 <= 132; degree=3 <= 3; scenarios=8,False,not_run_build_only,88,8,"[""normal"", ""renewable_shortfall"", ""demand_surge"", ""pcc_loss"", ""local_generator_loss"", ""forced_islanding"", ""restoration"", ""combined_high_stress""]",15,637,103
